timestamp_utc,case_id,case_file,action,parameter,changed_fields,before,after,reason,model,prompt_version,status
2026-09-25T19:49:39.929224+00:00,case_001_disdoc,data/train/case_001_disdoc.md,update,ground_truth_holdout_set_presence,подробное описание параметра; примеры значений; важность (1-10); кейсы в которых он использовался; когда применять этот параметр оценки; когда не применять этот параметр,"{""параметр"": ""ground_truth_holdout_set_presence"", ""подробное описание параметра"": ""Наличие отделённого набора верифицированных запросов и ответов для оценки accuracy — влияет на возможности автоматического тестирования и метрик."", ""примеры значений"": ""present and maintained; present but small; none; being assembled"", ""важность (1-10)"": 7, ""кейсы в которых он использовался"": ""case_000_disdoc"", ""когда применять этот параметр оценки"": ""Планируется offline evaluation and few-shot use of verified queries."", ""когда не применять этот параметр"": ""Нет верифицированных референсных SQL.""}","{""параметр"": ""ground_truth_holdout_set_presence"", ""подробное описание параметра"": ""Наличие отделённого набора верифицированных примеров (incidents + documented root cause + mitigation) для обучения, few-shot/fine-tuning и оценки. Размер и качество такого корпуса критичны для успешного fine-tuning и generalization."", ""примеры значений"": ""present and maintained (>40k incidents); present but small (<1k); none; being assembled"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc; case_001_disdoc"", ""когда применять этот параметр оценки"": ""Есть historical incidents с верифицированными артефактами (root cause, mitigation) используемые для fine-tuning и evaluation."", ""когда не применять этот параметр"": ""Нет верифицированного корпуса для обучения/оценки.""}","В кейсе есть большой верифицированный корпус исторических инцидентов (>40k) с разметкой root cause и mitigation, что существенно влияет на возможность fine-tuning и evaluation — поэтому параметр расширяется и важность повышена.",gpt-5-mini,1.0,success
2026-09-25T19:49:39.930691+00:00,case_001_disdoc,data/train/case_001_disdoc.md,update,user_feedback_capture_and_processing,подробное описание параметра; примеры значений; кейсы в которых он использовался; когда применять этот параметр оценки; когда не применять этот параметр,"{""параметр"": ""user_feedback_capture_and_processing"", ""подробное описание параметра"": ""Способ сбора и автоматической обработки фидбека (in-Slack thumbs, tickets, ML pipeline for corrections) — влияет на MLOps и RCA workflows."", ""примеры значений"": ""Slack feedback button + automated logging; email tickets; no structured feedback; in-app rating with comments"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc"", ""когда применять этот параметр оценки"": ""Feedback used to improve KB and perform RCA."", ""когда не применять этот параметр"": ""Нет механизма обратной связи.""}","{""параметр"": ""user_feedback_capture_and_processing"", ""подробное описание параметра"": ""Способы сбора и обработки фидбека: от офлайн-оценок/интервью до интегрированных conversational feedback buttons/annotations в тредах инцидента. Важен pipeline для логирования, агрегирования и использования фидбека для дообучения и RCA."", ""примеры значений"": ""structured human eval interviews + logging; in-thread upvote/downvote + free text; automated pipeline to label false positives for retraining"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc; case_001_disdoc"", ""когда применять этот параметр оценки"": ""Feedback используется для улучшения модели и KB (human-in-loop learning)."", ""когда не применять этот параметр"": ""Нет механизма сбора обратной связи.""}","Статья описывает human evaluation interviews и планирует conversational feedback loops; параметр расширен для учёта как one-off qualitative interviews, так и возможности in-line feedback в разговорном интерфейсе. Важность остаётся высокой (9).",gpt-5-mini,1.0,success
2026-09-25T19:49:39.931884+00:00,case_001_disdoc,data/train/case_001_disdoc.md,update,online_monitoring_and_alerting_scope,подробное описание параметра; примеры значений; важность (1-10); кейсы в которых он использовался; когда применять этот параметр оценки; когда не применять этот параметр,"{""параметр"": ""online_monitoring_and_alerting_scope"", ""подробное описание параметра"": ""Набор метрик для production monitoring (latency, success rate, user feedback rate) и порогов для алертов — влияет на SRE effort."", ""примеры значений"": ""latency + error rate; plus user feedback low threshold; full SLA monitoring with alerts"", ""важность (1-10)"": 8, ""кейсы в которых он использовался"": ""case_000_disdoc"", ""когда применять этот параметр оценки"": ""Система находится в продакшене и должен мониториться."", ""когда не применять этот параметр"": ""Прототип без требований к мониторингу.""}","{""параметр"": ""online_monitoring_and_alerting_scope"", ""подробное описание параметра"": ""Набор метрик и алертов для production monitoring: latency, error rate, semantic/lexical quality drift, human-usefulness score trends, and model staleness alerts (concept drift). Влияет на SRE/MLOps effort для своевременного триггера retrain/fallback."", ""примеры значений"": ""latency + error rate + drift detection on BERTScore; human usefulness rolling metric with alert at drop >10%; model freshness alerts when new incident types exceed threshold"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc; case_001_disdoc"", ""когда применять этот параметр оценки"": ""Система в продакшене и требуется отслеживать деградацию качества и staleness."", ""когда не применять этот параметр"": ""Экспериментальная разработка без деплоя в prod.""}","Проблема model staleness прямо упомянута — требуется мониторинг performance drift и alerting. Описание расширено под мониторинг качества генерации (usefulness, drift) и не только latency/errors. Важность повышена, т.к. без мониторинга модель быстро деградирует в production.",gpt-5-mini,1.0,success
2026-09-25T19:49:39.933119+00:00,case_001_disdoc,data/train/case_001_disdoc.md,add,retraining_and_model_update_cadence,параметр; подробное описание параметра; примеры значений; важность (1-10); кейсы в которых он использовался; когда применять этот параметр оценки; когда не применять этот параметр,,"{""параметр"": ""retraining_and_model_update_cadence"", ""подробное описание параметра"": ""Частота и процесс обновления/fine-tuning модели для борьбы со staleness и поддержания релевантности (cron-based re-fine-tune, incremental updates, continual learning). Влияет на MLOps, compute cost и time-to-fix для деградировавших моделей."", ""примеры значений"": ""continuous incremental updates (near-real-time); weekly fine-tuning; monthly full retrain; on-demand when drift detected"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_001_disdoc"", ""когда применять этот параметр оценки"": ""Домен быстро меняется и появляются новые типы инцидентов; требуется поддерживать актуальность рекомендаций."", ""когда не применять этот параметр"": ""Домены статичны и модель не подвержена concept drift.""}","В каталоге нет отдельного параметра, описывающего требуемую частоту дообучения/рефреша модели для борьбы со старением — в кейсе это ключевой operational фактор. Добавляю параметр с примерами cadence и высокой важностью.",gpt-5-mini,1.0,success
2026-09-25T19:49:39.934621+00:00,case_001_disdoc,data/train/case_001_disdoc.md,add,training_dataset_size,параметр; подробное описание параметра; примеры значений; важность (1-10); кейсы в которых он использовался; когда применять этот параметр оценки; когда не применять этот параметр,,"{""параметр"": ""training_dataset_size"", ""подробное описание параметра"": ""Объём размеченных данных/инцидентов, доступных для fine-tuning и валидации. Влияет на выбор стратегии обучения, computational cost и необходимость/возможность few-shot vs full fine-tuning."", ""примеры значений"": ""<1k (small); 1k-10k (medium); 10k-100k (large, e.g. 40k); >100k (very large)"", ""важность (1-10)"": 8, ""кейсы в которых он использовался"": ""case_001_disdoc"", ""когда применять этот параметр оценки"": ""Есть верифицированные исторические записи, используемые для fine-tuning и evaluation."", ""когда не применять этот параметр"": ""Нет доступного обучающего корпуса.""}","Нет явного параметра, отражающего масштаб обучающего корпуса (в примере >40k incidents это ключевой фактор для оценки затрат на fine-tuning, хранение и evaluation). Добавляю параметр для явного учёта объёма данных.",gpt-5-mini,1.0,success
2026-09-25T19:49:39.935735+00:00,case_001_disdoc,data/train/case_001_disdoc.md,update,observability_for_sql_generation_pipeline,подробное описание параметра; примеры значений; кейсы в которых он использовался; когда применять этот параметр оценки,"{""параметр"": ""observability_for_sql_generation_pipeline"", ""подробное описание параметра"": ""Уровень логирования и трассировки на каждом шаге pipeline (LLM calls, retrieval, execution) — влияет на дебаг и RCA effort."", ""примеры значений"": ""full trace with spans; basic logs; minimal error-only logs"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc"", ""когда применять этот параметр оценки"": ""Требуется быстрый RCA и улучшение качества модели/KB."", ""когда не применять этот параметр"": ""Прототип без требований к трассировке.""}","{""параметр"": ""observability_for_sql_generation_pipeline"", ""подробное описание параметра"": ""Уровень логирования и трассировки на каждом шаге pipeline (retrieval, embedding lookup, LLM calls, reranker/scorer, human eval annotations). Хотя название содержит SQL, параметр расширяется для наблюдаемости generative pipeline для инцидент-менеджмента: traceability for RCA and model improvement."", ""примеры значений"": ""full trace with spans for retrieval+inference; structured logs for generation + human feedback linkage; basic error-only logs"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc; case_001_disdoc"", ""когда применять этот параметр оценки"": ""Требуется быстрый RCA и улучшение качества модели/KB, включая анализ дрейфа и причин ошибок."", ""когда не применять этот параметр"": ""Прототип без требований к трассировке.""}","Параметр был SQL-ориентирован; для этого кейса важно наблюдаемость LLM-пайплайна (inference calls, retrieval, scoring, human eval), поэтому описание расширено, сохраняя цель — трассировка и логирование для RCA. Важность оставлена высокой.",gpt-5-mini,1.0,success
2026-09-25T19:49:39.937440+00:00,case_001_disdoc,data/train/case_001_disdoc.md,case_completed,,,,,Применено операций: 24,gpt-5-mini,1.0,success
2026-09-25T19:49:39.973042+00:00,case_002_disdoc,data/train/case_002_disdoc.md,case_started,,,,,Итеративное обновление каталога,gpt-5-mini,1.0,success
2026-09-25T19:50:46.647073+00:00,case_002_disdoc,data/train/case_002_disdoc.md,update,allowed_data_sources,подробное описание параметра; примеры значений; кейсы в которых он использовался; когда применять этот параметр оценки,"{""параметр"": ""allowed_data_sources"", ""подробное описание параметра"": ""Какие системы данных будут поддержаны — расширено для хранения и доступа к инцидентным источникам: internal incident management portals, discussion logs, telemetry/metrics stores и dependency graphs, помимо привычных DW. Влияет на коннекторы, права доступа, PII/комплаенс и предобработку текста/логов."", ""примеры значений"": ""IcM / internal incident portal; discussion logs; telemetry metrics store; service dependency graph store; Snowflake/BigQuery (if present)"", ""важность (1-10)"": 10, ""кейсы в которых он использовался"": ""case_000_disdoc; case_001_disdoc"", ""когда применять этот параметр оценки"": ""Система использует исторические инциденты, обсуждения, логи и метрики для RAG/fine-tuning."", ""когда не применять этот параметр"": ""Используется только фиксированный внешний корпус без internal data.""}","{""параметр"": ""allowed_data_sources"", ""подробное описание параметра"": ""Какие системы данных будут поддержаны — включая internal metadata stores, feature stores и transactional sources. Для платежной системы важно учитывать Edgestore (primary metadata/feature store), payment transaction logs, account usage signals и связанные internal records. Влияет на коннекторы, права доступа, PII/комплаенс и предобработку фич."", ""примеры значений"": ""Edgestore (payment history + features); payment processing logs; account usage/telmetry store; feature store snapshots; Snowflake/BigQuery (if present)"", ""важность (1-10)"": 10, ""кейсы в которых он использовался"": ""case_000_disdoc; case_001_disdoc; case_002_disdoc"", ""когда применять этот параметр оценки"": ""Система использует internal metadata/feature stores и transactional logs (например Edgestore) для генерации признаков и предсказаний."", ""когда не применять этот параметр"": ""Используется только фиксированный внешний корпус без internal data.""}","Исходный параметр про internal sources применим, нужно расширить описание и примеры под конкретику: Edgestore и платежные/аккаунтные сигналы (payment failure history, account usage).",gpt-5-mini,1.0,success
2026-09-25T19:50:46.651923+00:00,case_002_disdoc,data/train/case_002_disdoc.md,update,audit_logging_and_query_lineage,подробное описание параметра; примеры значений; кейсы в которых он использовался; когда применять этот параметр оценки,"{""параметр"": ""audit_logging_and_query_lineage"", ""подробное описание параметра"": ""Требования к журналу операций, кто запрашивал что, и lineage для compliance — влияет на хранилище логов и политики retention."", ""примеры значений"": ""full audit with user+query+result; limited logs without result; no audit required"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc"", ""когда применять этот параметр оценки"": ""Регулируемые данные или внутренние политики требуют трассировки запросов."", ""когда не применять этот параметр"": ""Проект в исследовательской среде без требований traceability.""}","{""параметр"": ""audit_logging_and_query_lineage"", ""подробное описание параметра"": ""Требования к журналу операций, кто запрашивал что, и lineage для compliance — расширено для логирования входных сигналов, сгенерированных предсказаний и принятых расписаний/решений модели. Влияет на хранилище логов, retention, traceability для RCA и воспроизводимости результатов модели."", ""примеры значений"": ""full audit with user+request+features+prediction+result stored in Edgestore; limited logs (prediction id + timestamp); audit with anonymized features only"", ""важность (1-10)"": 9, ""кейсы в которых он использовался"": ""case_000_disdoc; case_002_disdoc"", ""когда применять этот параметр оценки"": ""Требуется трассировка запросов к предикту, хранение предсказаний и mapping между input-signals→prediction→scheduled action для отладки и compliance."", ""когда не применять этот параметр"": ""Проект в исследовательской среде без требований traceability.""}","В кейсе явно логируются предсказания и планирование попыток (storing schedule in Edgestore). Параметр надо расширить, чтобы охватывал логирование предсказаний модели, сигналов и записи планов retry для отладки и RCA.",gpt-5-mini,1.0,success
